"ID" "Description" "setSize" "enrichmentScore" "NES" "pvalue" "p.adjust" "qvalue" "rank" "leading_edge" "core_enrichment"
"GO:0003158" "GO:0003158" "endothelium development" 140 0.666937656197338 2.43631620645766 1e-10 1.05433333333333e-08 6.78947368421053e-09 5902 "tags=46%, list=10%, signal=41%" "ENSG00000092820/ENSG00000196739/ENSG00000136451/ENSG00000108784/ENSG00000121966/ENSG00000079337/ENSG00000104365/ENSG00000128917/ENSG00000204301/ENSG00000176692/ENSG00000213694/ENSG00000198719/ENSG00000107263/ENSG00000168874/ENSG00000166292/ENSG00000066056/ENSG00000116473/ENSG00000135547/ENSG00000119139/ENSG00000113578/ENSG00000261371/ENSG00000174059/ENSG00000148400/ENSG00000114790/ENSG00000168214/ENSG00000178878/ENSG00000106397/ENSG00000105672/ENSG00000133639/ENSG00000140678/ENSG00000187513/ENSG00000170989/ENSG00000139567/ENSG00000104067/ENSG00000172936/ENSG00000141646/ENSG00000148516/ENSG00000154133/ENSG00000180340/ENSG00000184113/ENSG00000157240/ENSG00000137710/ENSG00000134202/ENSG00000105289/ENSG00000067560/ENSG00000105287/ENSG00000132702/ENSG00000173706/ENSG00000133121/ENSG00000207550/ENSG00000067900/ENSG00000147065/ENSG00000115718/ENSG00000159167/ENSG00000162493/ENSG00000153162/ENSG00000117707/ENSG00000179776/ENSG00000124479/ENSG00000067182/ENSG00000125538/ENSG00000130396/ENSG00000107798/ENSG00000152939"
"GO:0045446" "GO:0045446" "endothelial cell differentiation" 121 0.647601683247969 2.333307138782 1e-10 1.05433333333333e-08 6.78947368421053e-09 6165 "tags=45%, list=11%, signal=41%" "ENSG00000092820/ENSG00000196739/ENSG00000136451/ENSG00000121966/ENSG00000079337/ENSG00000104365/ENSG00000204301/ENSG00000213694/ENSG00000198719/ENSG00000107263/ENSG00000168874/ENSG00000166292/ENSG00000066056/ENSG00000116473/ENSG00000135547/ENSG00000119139/ENSG00000261371/ENSG00000148400/ENSG00000114790/ENSG00000168214/ENSG00000178878/ENSG00000106397/ENSG00000105672/ENSG00000133639/ENSG00000170989/ENSG00000139567/ENSG00000104067/ENSG00000172936/ENSG00000141646/ENSG00000148516/ENSG00000154133/ENSG00000180340/ENSG00000184113/ENSG00000157240/ENSG00000137710/ENSG00000134202/ENSG00000105289/ENSG00000132702/ENSG00000173706/ENSG00000207550/ENSG00000067900/ENSG00000147065/ENSG00000115718/ENSG00000159167/ENSG00000162493/ENSG00000153162/ENSG00000117707/ENSG00000179776/ENSG00000124479/ENSG00000067182/ENSG00000125538/ENSG00000130396/ENSG00000107798/ENSG00000152939/ENSG00000169504"
"GO:0045766" "GO:0045766" "positive regulation of angiogenesis" 175 0.608021204907874 2.29123666027307 1e-10 1.05433333333333e-08 6.78947368421053e-09 4928 "tags=41%, list=9%, signal=38%" "ENSG00000111961/ENSG00000121966/ENSG00000079337/ENSG00000173801/ENSG00000185591/ENSG00000103811/ENSG00000124181/ENSG00000131669/ENSG00000148482/ENSG00000097007/ENSG00000176692/ENSG00000064393/ENSG00000198719/ENSG00000066056/ENSG00000161638/ENSG00000091879/ENSG00000112333/ENSG00000136826/ENSG00000132205/ENSG00000119630/ENSG00000109458/ENSG00000105855/ENSG00000113578/ENSG00000060237/ENSG00000102755/ENSG00000006638/ENSG00000130669/ENSG00000173511/ENSG00000138772/ENSG00000174059/ENSG00000240583/ENSG00000163874/ENSG00000138080/ENSG00000096717/ENSG00000133639/ENSG00000140678/ENSG00000213853/ENSG00000148848/ENSG00000171608/ENSG00000150093/ENSG00000171860/ENSG00000179348/ENSG00000168610/ENSG00000139567/ENSG00000104067/ENSG00000150630/ENSG00000116044/ENSG00000276231/ENSG00000197405/ENSG00000164867/ENSG00000180871/ENSG00000105287/ENSG00000134954/ENSG00000199161/ENSG00000126458/ENSG00000159399/ENSG00000163349/ENSG00000207550/ENSG00000184304/ENSG00000106211/ENSG00000125730/ENSG00000030582/ENSG00000163513/ENSG00000159216/ENSG00000176170/ENSG00000134817/ENSG00000106366/ENSG00000123908/ENSG00000179776/ENSG00000167772/ENSG00000114378/ENSG00000148926"
"GO:1904018" "GO:1904018" "positive regulation of vasculature development" 175 0.608021204907874 2.29123666027307 1e-10 1.05433333333333e-08 6.78947368421053e-09 4928 "tags=41%, list=9%, signal=38%" "ENSG00000111961/ENSG00000121966/ENSG00000079337/ENSG00000173801/ENSG00000185591/ENSG00000103811/ENSG00000124181/ENSG00000131669/ENSG00000148482/ENSG00000097007/ENSG00000176692/ENSG00000064393/ENSG00000198719/ENSG00000066056/ENSG00000161638/ENSG00000091879/ENSG00000112333/ENSG00000136826/ENSG00000132205/ENSG00000119630/ENSG00000109458/ENSG00000105855/ENSG00000113578/ENSG00000060237/ENSG00000102755/ENSG00000006638/ENSG00000130669/ENSG00000173511/ENSG00000138772/ENSG00000174059/ENSG00000240583/ENSG00000163874/ENSG00000138080/ENSG00000096717/ENSG00000133639/ENSG00000140678/ENSG00000213853/ENSG00000148848/ENSG00000171608/ENSG00000150093/ENSG00000171860/ENSG00000179348/ENSG00000168610/ENSG00000139567/ENSG00000104067/ENSG00000150630/ENSG00000116044/ENSG00000276231/ENSG00000197405/ENSG00000164867/ENSG00000180871/ENSG00000105287/ENSG00000134954/ENSG00000199161/ENSG00000126458/ENSG00000159399/ENSG00000163349/ENSG00000207550/ENSG00000184304/ENSG00000106211/ENSG00000125730/ENSG00000030582/ENSG00000163513/ENSG00000159216/ENSG00000176170/ENSG00000134817/ENSG00000106366/ENSG00000123908/ENSG00000179776/ENSG00000167772/ENSG00000114378/ENSG00000148926"
"GO:1901342" "GO:1901342" "regulation of vasculature development" 326 0.561058266401704 2.27657795656588 1e-10 1.05433333333333e-08 6.78947368421053e-09 5692 "tags=37%, list=10%, signal=33%" "ENSG00000184481/ENSG00000135821/ENSG00000111961/ENSG00000121966/ENSG00000079337/ENSG00000173801/ENSG00000185591/ENSG00000103811/ENSG00000126785/ENSG00000124181/ENSG00000131669/ENSG00000071246/ENSG00000148482/ENSG00000097007/ENSG00000176692/ENSG00000064393/ENSG00000198719/ENSG00000066056/ENSG00000161638/ENSG00000091879/ENSG00000136848/ENSG00000112333/ENSG00000136826/ENSG00000132205/ENSG00000102760/ENSG00000126016/ENSG00000119630/ENSG00000109458/ENSG00000105855/ENSG00000113578/ENSG00000060237/ENSG00000136830/ENSG00000102755/ENSG00000006638/ENSG00000130669/ENSG00000104332/ENSG00000173511/ENSG00000106025/ENSG00000136235/ENSG00000138772/ENSG00000174059/ENSG00000186340/ENSG00000240583/ENSG00000163874/ENSG00000142627/ENSG00000138080/ENSG00000166484/ENSG00000167768/ENSG00000096717/ENSG00000133639/ENSG00000140678/ENSG00000213853/ENSG00000148848/ENSG00000171608/ENSG00000135766/ENSG00000150093/ENSG00000171860/ENSG00000136110/ENSG00000179348/ENSG00000168610/ENSG00000139567/ENSG00000104067/ENSG00000127528/ENSG00000118503/ENSG00000150630/ENSG00000116044/ENSG00000184113/ENSG00000177464/ENSG00000137845/ENSG00000011465/ENSG00000276231/ENSG00000197405/ENSG00000004399/ENSG00000213463/ENSG00000164867/ENSG00000180871/ENSG00000196189/ENSG00000072134/ENSG00000105287/ENSG00000007968/ENSG00000134954/ENSG00000219438/ENSG00000199161/ENSG00000126458/ENSG00000169242/ENSG00000159399/ENSG00000154734/ENSG00000163349/ENSG00000207550/ENSG00000184304/ENSG00000135048/ENSG00000067900/ENSG00000106211/ENSG00000125730/ENSG00000030582/ENSG00000163513/ENSG00000092969/ENSG00000092421/ENSG00000067066/ENSG00000159216/ENSG00000010327/ENSG00000176170/ENSG00000134817/ENSG00000106366/ENSG00000064651/ENSG00000123908/ENSG00000179776/ENSG00000167772/ENSG00000114378/ENSG00000054598/ENSG00000148926/ENSG00000140464/ENSG00000113140/ENSG00000267195/ENSG00000106991/ENSG00000105851/ENSG00000156234/ENSG00000239697/ENSG00000117281/ENSG00000125538"
"GO:0045765" "GO:0045765" "regulation of angiogenesis" 322 0.562249258099104 2.27650447166499 1e-10 1.05433333333333e-08 6.78947368421053e-09 5692 "tags=37%, list=10%, signal=33%" "ENSG00000184481/ENSG00000135821/ENSG00000111961/ENSG00000121966/ENSG00000079337/ENSG00000173801/ENSG00000185591/ENSG00000103811/ENSG00000126785/ENSG00000124181/ENSG00000131669/ENSG00000071246/ENSG00000148482/ENSG00000097007/ENSG00000176692/ENSG00000064393/ENSG00000198719/ENSG00000066056/ENSG00000161638/ENSG00000091879/ENSG00000136848/ENSG00000112333/ENSG00000136826/ENSG00000132205/ENSG00000102760/ENSG00000126016/ENSG00000119630/ENSG00000109458/ENSG00000105855/ENSG00000113578/ENSG00000060237/ENSG00000136830/ENSG00000102755/ENSG00000006638/ENSG00000130669/ENSG00000104332/ENSG00000173511/ENSG00000106025/ENSG00000136235/ENSG00000138772/ENSG00000174059/ENSG00000186340/ENSG00000240583/ENSG00000163874/ENSG00000142627/ENSG00000138080/ENSG00000166484/ENSG00000167768/ENSG00000096717/ENSG00000133639/ENSG00000140678/ENSG00000213853/ENSG00000148848/ENSG00000171608/ENSG00000135766/ENSG00000150093/ENSG00000171860/ENSG00000136110/ENSG00000179348/ENSG00000168610/ENSG00000139567/ENSG00000104067/ENSG00000127528/ENSG00000118503/ENSG00000150630/ENSG00000116044/ENSG00000184113/ENSG00000177464/ENSG00000011465/ENSG00000276231/ENSG00000197405/ENSG00000004399/ENSG00000213463/ENSG00000164867/ENSG00000180871/ENSG00000196189/ENSG00000072134/ENSG00000105287/ENSG00000007968/ENSG00000134954/ENSG00000219438/ENSG00000199161/ENSG00000126458/ENSG00000169242/ENSG00000159399/ENSG00000154734/ENSG00000163349/ENSG00000207550/ENSG00000184304/ENSG00000135048/ENSG00000067900/ENSG00000106211/ENSG00000125730/ENSG00000030582/ENSG00000163513/ENSG00000092969/ENSG00000092421/ENSG00000067066/ENSG00000159216/ENSG00000010327/ENSG00000176170/ENSG00000134817/ENSG00000106366/ENSG00000064651/ENSG00000123908/ENSG00000179776/ENSG00000167772/ENSG00000114378/ENSG00000054598/ENSG00000148926/ENSG00000140464/ENSG00000113140/ENSG00000267195/ENSG00000106991/ENSG00000105851/ENSG00000156234/ENSG00000239697/ENSG00000117281/ENSG00000125538"
"GO:0060078" "GO:0060078" "regulation of postsynaptic membrane potential" 147 -0.644156890071659 -2.25075567200428 1e-10 1.05433333333333e-08 6.78947368421053e-09 5483 "tags=47%, list=10%, signal=42%" "ENSG00000175344/ENSG00000149582/ENSG00000008735/ENSG00000176884/ENSG00000109738/ENSG00000131018/ENSG00000189056/ENSG00000175866/ENSG00000116032/ENSG00000198785/ENSG00000067606/ENSG00000108556/ENSG00000105464/ENSG00000142192/ENSG00000132535/ENSG00000146938/ENSG00000111249/ENSG00000152822/ENSG00000186297/ENSG00000101958/ENSG00000011677/ENSG00000186479/ENSG00000164588/ENSG00000082701/ENSG00000083454/ENSG00000147432/ENSG00000155511/ENSG00000184408/ENSG00000100678/ENSG00000188191/ENSG00000145335/ENSG00000166342/ENSG00000179915/ENSG00000113327/ENSG00000102924/ENSG00000171189/ENSG00000106089/ENSG00000022355/ENSG00000109158/ENSG00000138814/ENSG00000187730/ENSG00000188916/ENSG00000099957/ENSG00000160716/ENSG00000168539/ENSG00000099365/ENSG00000147434/ENSG00000118160/ENSG00000125675/ENSG00000145864/ENSG00000164418/ENSG00000120251/ENSG00000120899/ENSG00000182256/ENSG00000152578/ENSG00000145863/ENSG00000168959/ENSG00000166664/ENSG00000273079/ENSG00000162065/ENSG00000063015/ENSG00000081189/ENSG00000187848/ENSG00000117152/ENSG00000183454/ENSG00000149305/ENSG00000145451/ENSG00000120903/ENSG00000079841"
"GO:0099003" "GO:0099003" "vesicle-mediated transport in synapse" 218 -0.612111874403548 -2.22101134997979 1e-10 1.05433333333333e-08 6.78947368421053e-09 7788 "tags=54%, list=14%, signal=47%" "ENSG00000145214/ENSG00000069696/ENSG00000036565/ENSG00000173227/ENSG00000108306/ENSG00000011347/ENSG00000081803/ENSG00000186472/ENSG00000179520/ENSG00000141522/ENSG00000164506/ENSG00000103043/ENSG00000132718/ENSG00000115839/ENSG00000139436/ENSG00000050438/ENSG00000169760/ENSG00000103723/ENSG00000065000/ENSG00000164061/ENSG00000183826/ENSG00000131018/ENSG00000196961/ENSG00000159164/ENSG00000168993/ENSG00000165246/ENSG00000157764/ENSG00000116675/ENSG00000078053/ENSG00000138078/ENSG00000177879/ENSG00000137055/ENSG00000185666/ENSG00000154342/ENSG00000185345/ENSG00000159082/ENSG00000159720/ENSG00000136827/ENSG00000146938/ENSG00000065609/ENSG00000107295/ENSG00000182389/ENSG00000075624/ENSG00000104888/ENSG00000138138/ENSG00000132872/ENSG00000197959/ENSG00000163618/ENSG00000157152/ENSG00000117533/ENSG00000008056/ENSG00000145920/ENSG00000166900/ENSG00000042753/ENSG00000114573/ENSG00000187672/ENSG00000161203/ENSG00000188191/ENSG00000183020/ENSG00000101152/ENSG00000033627/ENSG00000155097/ENSG00000145335/ENSG00000171603/ENSG00000074317/ENSG00000115977/ENSG00000176749/ENSG00000107758/ENSG00000132639/ENSG00000106976/ENSG00000071553/ENSG00000166501/ENSG00000221823/ENSG00000158109/ENSG00000185518/ENSG00000006125/ENSG00000130643/ENSG00000041353/ENSG00000182220/ENSG00000106089/ENSG00000147416/ENSG00000105402/ENSG00000167371/ENSG00000100554/ENSG00000136888/ENSG00000102003/ENSG00000169213/ENSG00000067715/ENSG00000168824/ENSG00000099365/ENSG00000220205/ENSG00000125814/ENSG00000069329/ENSG00000213760/ENSG00000174437/ENSG00000149927/ENSG00000070087/ENSG00000117016/ENSG00000136854/ENSG00000068400/ENSG00000101438/ENSG00000104164/ENSG00000105649/ENSG00000124507/ENSG00000047249/ENSG00000130477/ENSG00000180176/ENSG00000131100/ENSG00000121905/ENSG00000162065/ENSG00000184009/ENSG00000184702/ENSG00000070718/ENSG00000129990/ENSG00000139220/ENSG00000089169/ENSG00000126583/ENSG00000079841"
"GO:0099504" "GO:0099504" "synaptic vesicle cycle" 196 -0.611661073150096 -2.21041254826275 1e-10 1.05433333333333e-08 6.78947368421053e-09 7344 "tags=53%, list=13%, signal=46%" "ENSG00000173227/ENSG00000108306/ENSG00000011347/ENSG00000081803/ENSG00000186472/ENSG00000179520/ENSG00000141522/ENSG00000164506/ENSG00000132718/ENSG00000115839/ENSG00000139436/ENSG00000050438/ENSG00000169760/ENSG00000103723/ENSG00000065000/ENSG00000164061/ENSG00000183826/ENSG00000159164/ENSG00000168993/ENSG00000165246/ENSG00000157764/ENSG00000116675/ENSG00000078053/ENSG00000138078/ENSG00000177879/ENSG00000137055/ENSG00000185666/ENSG00000154342/ENSG00000185345/ENSG00000159082/ENSG00000159720/ENSG00000136827/ENSG00000146938/ENSG00000065609/ENSG00000107295/ENSG00000182389/ENSG00000075624/ENSG00000104888/ENSG00000132872/ENSG00000197959/ENSG00000163618/ENSG00000157152/ENSG00000117533/ENSG00000008056/ENSG00000145920/ENSG00000166900/ENSG00000042753/ENSG00000114573/ENSG00000187672/ENSG00000161203/ENSG00000188191/ENSG00000101152/ENSG00000033627/ENSG00000155097/ENSG00000145335/ENSG00000074317/ENSG00000176749/ENSG00000107758/ENSG00000132639/ENSG00000106976/ENSG00000071553/ENSG00000166501/ENSG00000221823/ENSG00000158109/ENSG00000185518/ENSG00000006125/ENSG00000041353/ENSG00000182220/ENSG00000106089/ENSG00000147416/ENSG00000105402/ENSG00000167371/ENSG00000100554/ENSG00000136888/ENSG00000102003/ENSG00000169213/ENSG00000067715/ENSG00000099365/ENSG00000220205/ENSG00000125814/ENSG00000213760/ENSG00000174437/ENSG00000149927/ENSG00000070087/ENSG00000117016/ENSG00000136854/ENSG00000068400/ENSG00000101438/ENSG00000104164/ENSG00000105649/ENSG00000124507/ENSG00000047249/ENSG00000130477/ENSG00000180176/ENSG00000131100/ENSG00000162065/ENSG00000184009/ENSG00000184702/ENSG00000070718/ENSG00000129990/ENSG00000139220/ENSG00000089169/ENSG00000126583/ENSG00000079841"
"GO:0002064" "GO:0002064" "epithelial cell development" 213 0.569420605350596 2.20688185228281 1e-10 1.05433333333333e-08 6.78947368421053e-09 6421 "tags=38%, list=11%, signal=33%" "ENSG00000092820/ENSG00000157483/ENSG00000196739/ENSG00000136451/ENSG00000121966/ENSG00000135414/ENSG00000079337/ENSG00000140575/ENSG00000172037/ENSG00000104365/ENSG00000129654/ENSG00000213445/ENSG00000128602/ENSG00000176692/ENSG00000213694/ENSG00000143545/ENSG00000198719/ENSG00000107263/ENSG00000125820/ENSG00000116473/ENSG00000005513/ENSG00000119139/ENSG00000137693/ENSG00000261371/ENSG00000086062/ENSG00000148400/ENSG00000134250/ENSG00000125875/ENSG00000114790/ENSG00000142627/ENSG00000106397/ENSG00000105810/ENSG00000138083/ENSG00000180509/ENSG00000083857/ENSG00000158669/ENSG00000179348/ENSG00000104067/ENSG00000172936/ENSG00000115112/ENSG00000154133/ENSG00000184113/ENSG00000007372/ENSG00000205250/ENSG00000177464/ENSG00000181704/ENSG00000137710/ENSG00000134202/ENSG00000105289/ENSG00000129116/ENSG00000132702/ENSG00000178209/ENSG00000151422/ENSG00000128272/ENSG00000173706/ENSG00000026025/ENSG00000163623/ENSG00000166225/ENSG00000124762/ENSG00000067900/ENSG00000171456/ENSG00000134352/ENSG00000147065/ENSG00000115718/ENSG00000159167/ENSG00000153162/ENSG00000172819/ENSG00000117707/ENSG00000150977/ENSG00000179776/ENSG00000067182/ENSG00000057657/ENSG00000115109/ENSG00000125398/ENSG00000125538/ENSG00000130396/ENSG00000152939/ENSG00000169504/ENSG00000163472/ENSG00000133835"
"GO:0010001" "GO:0010001" "glial cell differentiation" 250 0.55406990217756 2.18533011201077 1e-10 1.05433333333333e-08 6.78947368421053e-09 4144 "tags=34%, list=7%, signal=32%" "ENSG00000177807/ENSG00000108784/ENSG00000121966/ENSG00000158715/ENSG00000092621/ENSG00000173039/ENSG00000105227/ENSG00000131095/ENSG00000172037/ENSG00000123080/ENSG00000184454/ENSG00000162367/ENSG00000116478/ENSG00000242689/ENSG00000103653/ENSG00000163884/ENSG00000128602/ENSG00000139352/ENSG00000103089/ENSG00000105329/ENSG00000143842/ENSG00000097007/ENSG00000184221/ENSG00000038427/ENSG00000124920/ENSG00000198719/ENSG00000125820/ENSG00000157766/ENSG00000172201/ENSG00000176720/ENSG00000265763/ENSG00000184634/ENSG00000005513/ENSG00000146122/ENSG00000198121/ENSG00000112333/ENSG00000148498/ENSG00000068903/ENSG00000006042/ENSG00000135144/ENSG00000115211/ENSG00000205927/ENSG00000169554/ENSG00000065361/ENSG00000132692/ENSG00000148826/ENSG00000123560/ENSG00000143952/ENSG00000184144/ENSG00000148400/ENSG00000147862/ENSG00000095970/ENSG00000181449/ENSG00000105810/ENSG00000184486/ENSG00000108381/ENSG00000173786/ENSG00000168610/ENSG00000143507/ENSG00000107331/ENSG00000172936/ENSG00000162599/ENSG00000007372/ENSG00000050555/ENSG00000197405/ENSG00000104419/ENSG00000130287/ENSG00000104728/ENSG00000067560/ENSG00000046653/ENSG00000028137/ENSG00000132702/ENSG00000106571/ENSG00000178209/ENSG00000254087/ENSG00000169247/ENSG00000170075/ENSG00000026025/ENSG00000138795/ENSG00000163623/ENSG00000134376/ENSG00000136869/ENSG00000030582/ENSG00000134352/ENSG00000106278"
